date,start,end,n,filenames
"(2010, 9, 10)",17.916666666666668,17.916666666666668,1,['A2010253175500.L2_LAC_OC.nc']
"(2010, 9, 11)",18.583333333333332,18.583333333333332,1,['A2010254183500.L2_LAC_OC.nc']
"(2010, 9, 12)",17.666666666666668,17.666666666666668,1,['A2010255174000.L2_LAC_OC.nc']
"(2010, 9, 13)",18.416666666666668,18.416666666666668,1,['A2010256182500.L2_LAC_OC.nc']
"(2010, 9, 14)",17.5,19.083333333333332,2,"['A2010257173000.L2_LAC_OC.nc', 'A2010257190500.L2_LAC_OC.nc']"
"(2010, 9, 15)",18.166666666666668,18.166666666666668,1,['A2010258181000.L2_LAC_OC.nc']
"(2010, 9, 16)",17.25,18.916666666666668,2,"['A2010259185500.L2_LAC_OC.nc', 'A2010259171500.L2_LAC_OC.nc']"
"(2010, 9, 17)",18.0,18.0,1,['A2010260180000.L2_LAC_OC.nc']
"(2010, 9, 18)",18.666666666666668,18.75,2,"['A2010261184000.L2_LAC_OC.nc', 'A2010261184500.L2_LAC_OC.nc']"
"(2010, 9, 19)",17.75,17.833333333333332,2,"['A2010262174500.L2_LAC_OC.nc', 'A2010262175000.L2_LAC_OC.nc']"
"(2010, 9, 20)",18.5,18.5,1,['A2010263183000.L2_LAC_OC.nc']
"(2010, 9, 21)",17.583333333333332,17.583333333333332,1,['A2010264173500.L2_LAC_OC.nc']
"(2010, 9, 22)",18.25,18.333333333333332,2,"['A2010265181500.L2_LAC_OC.nc', 'A2010265182000.L2_LAC_OC.nc']"
"(2010, 9, 23)",17.333333333333332,19.0,3,"['A2010266190000.L2_LAC_OC.nc', 'A2010266172000.L2_LAC_OC.nc', 'A2010266172500.L2_LAC_OC.nc']"
"(2010, 9, 24)",18.083333333333332,18.083333333333332,1,['A2010267180500.L2_LAC_OC.nc']
"(2010, 9, 25)",17.166666666666668,18.833333333333332,2,"['A2010268171000.L2_LAC_OC.nc', 'A2010268185000.L2_LAC_OC.nc']"
"(2010, 9, 26)",17.916666666666668,17.916666666666668,1,['A2010269175500.L2_LAC_OC.nc']
"(2010, 9, 27)",18.583333333333332,18.583333333333332,1,['A2010270183500.L2_LAC_OC.nc']
"(2010, 9, 28)",17.666666666666668,17.666666666666668,1,['A2010271174000.L2_LAC_OC.nc']
"(2010, 9, 29)",18.416666666666668,18.416666666666668,1,['A2010272182500.L2_LAC_OC.nc']
"(2010, 9, 30)",17.5,19.083333333333332,2,"['A2010273173000.L2_LAC_OC.nc', 'A2010273190500.L2_LAC_OC.nc']"
"(2010, 10, 1)",18.166666666666668,18.166666666666668,1,['A2010274181000.L2_LAC_OC.nc']
"(2010, 10, 2)",17.25,18.916666666666668,2,"['A2010275185500.L2_LAC_OC.nc', 'A2010275171500.L2_LAC_OC.nc']"
"(2010, 10, 3)",18.0,18.0,1,['A2010276180000.L2_LAC_OC.nc']
"(2010, 10, 4)",18.666666666666668,18.75,2,"['A2010277184000.L2_LAC_OC.nc', 'A2010277184500.L2_LAC_OC.nc']"
"(2010, 10, 5)",17.75,17.833333333333332,2,"['A2010278174500.L2_LAC_OC.nc', 'A2010278175000.L2_LAC_OC.nc']"
"(2010, 10, 6)",18.5,18.5,1,['A2010279183000.L2_LAC_OC.nc']
"(2010, 10, 7)",17.583333333333332,17.583333333333332,1,['A2010280173500.L2_LAC_OC.nc']
"(2010, 10, 8)",18.25,18.333333333333332,2,"['A2010281181500.L2_LAC_OC.nc', 'A2010281182000.L2_LAC_OC.nc']"
"(2010, 10, 9)",17.333333333333332,19.0,3,"['A2010282190000.L2_LAC_OC.nc', 'A2010282172000.L2_LAC_OC.nc', 'A2010282172500.L2_LAC_OC.nc']"
"(2010, 10, 10)",18.083333333333332,18.083333333333332,1,['A2010283180500.L2_LAC_OC.nc']
"(2010, 10, 11)",17.166666666666668,18.833333333333332,2,"['A2010284171000.L2_LAC_OC.nc', 'A2010284185000.L2_LAC_OC.nc']"
"(2010, 10, 12)",17.916666666666668,17.916666666666668,1,['A2010285175500.L2_LAC_OC.nc']
"(2010, 10, 13)",18.583333333333332,18.583333333333332,1,['A2010286183500.L2_LAC_OC.nc']
"(2010, 10, 14)",17.666666666666668,17.666666666666668,1,['A2010287174000.L2_LAC_OC.nc']
"(2010, 10, 15)",18.416666666666668,18.416666666666668,1,['A2010288182500.L2_LAC_OC.nc']
"(2010, 10, 16)",17.5,19.083333333333332,2,"['A2010289173000.L2_LAC_OC.nc', 'A2010289190500.L2_LAC_OC.nc']"
"(2010, 10, 17)",18.166666666666668,18.166666666666668,1,['A2010290181000.L2_LAC_OC.nc']
"(2010, 10, 18)",17.25,18.916666666666668,2,"['A2010291185500.L2_LAC_OC.nc', 'A2010291171500.L2_LAC_OC.nc']"
"(2010, 10, 19)",18.0,18.0,1,['A2010292180000.L2_LAC_OC.nc']
"(2010, 10, 20)",18.666666666666668,18.75,2,"['A2010293184000.L2_LAC_OC.nc', 'A2010293184500.L2_LAC_OC.nc']"
"(2010, 10, 21)",17.75,17.833333333333332,2,"['A2010294174500.L2_LAC_OC.nc', 'A2010294175000.L2_LAC_OC.nc']"
"(2010, 10, 22)",18.5,18.5,1,['A2010295183000.L2_LAC_OC.nc']
"(2010, 10, 23)",17.583333333333332,17.583333333333332,1,['A2010296173500.L2_LAC_OC.nc']
"(2010, 10, 24)",18.25,18.333333333333332,2,"['A2010297181500.L2_LAC_OC.nc', 'A2010297182000.L2_LAC_OC.nc']"
"(2010, 10, 25)",17.333333333333332,19.0,3,"['A2010298190000.L2_LAC_OC.nc', 'A2010298172000.L2_LAC_OC.nc', 'A2010298172500.L2_LAC_OC.nc']"
"(2010, 10, 26)",18.083333333333332,18.083333333333332,1,['A2010299180500.L2_LAC_OC.nc']
"(2010, 10, 27)",17.166666666666668,18.833333333333332,2,"['A2010300171000.L2_LAC_OC.nc', 'A2010300185000.L2_LAC_OC.nc']"
"(2010, 10, 28)",17.916666666666668,17.916666666666668,1,['A2010301175500.L2_LAC_OC.nc']
"(2010, 10, 29)",18.583333333333332,18.583333333333332,1,['A2010302183500.L2_LAC_OC.nc']
"(2010, 10, 30)",17.666666666666668,17.666666666666668,1,['A2010303174000.L2_LAC_OC.nc']
"(2010, 10, 31)",18.416666666666668,18.416666666666668,1,['A2010304182500.L2_LAC_OC.nc']
"(2010, 11, 1)",17.5,19.083333333333332,2,"['A2010305173000.L2_LAC_OC.nc', 'A2010305190500.L2_LAC_OC.nc']"
"(2010, 11, 2)",18.166666666666668,18.166666666666668,1,['A2010306181000.L2_LAC_OC.nc']
"(2010, 11, 3)",17.25,18.916666666666668,2,"['A2010307185500.L2_LAC_OC.nc', 'A2010307171500.L2_LAC_OC.nc']"
"(2010, 11, 4)",18.0,18.0,1,['A2010308180000.L2_LAC_OC.nc']
"(2010, 11, 5)",18.666666666666668,18.75,2,"['A2010309184000.L2_LAC_OC.nc', 'A2010309184500.L2_LAC_OC.nc']"
"(2010, 11, 6)",17.75,17.833333333333332,2,"['A2010310174500.L2_LAC_OC.nc', 'A2010310175000.L2_LAC_OC.nc']"
"(2010, 11, 7)",18.5,18.5,1,['A2010311183000.L2_LAC_OC.nc']
"(2010, 11, 8)",17.583333333333332,17.583333333333332,1,['A2010312173500.L2_LAC_OC.nc']
"(2010, 11, 9)",18.25,18.333333333333332,2,"['A2010313181500.L2_LAC_OC.nc', 'A2010313182000.L2_LAC_OC.nc']"
"(2010, 11, 10)",17.333333333333332,19.0,3,"['A2010314190000.L2_LAC_OC.nc', 'A2010314172000.L2_LAC_OC.nc', 'A2010314172500.L2_LAC_OC.nc']"
"(2010, 11, 11)",18.083333333333332,18.083333333333332,1,['A2010315180500.L2_LAC_OC.nc']
"(2010, 11, 12)",17.166666666666668,18.833333333333332,2,"['A2010316171000.L2_LAC_OC.nc', 'A2010316185000.L2_LAC_OC.nc']"
"(2010, 11, 13)",17.916666666666668,17.916666666666668,1,['A2010317175500.L2_LAC_OC.nc']
"(2010, 11, 14)",18.583333333333332,18.583333333333332,1,['A2010318183500.L2_LAC_OC.nc']
"(2010, 11, 15)",17.666666666666668,17.666666666666668,1,['A2010319174000.L2_LAC_OC.nc']
"(2010, 11, 16)",18.416666666666668,18.416666666666668,1,['A2010320182500.L2_LAC_OC.nc']
"(2010, 11, 17)",17.5,19.083333333333332,2,"['A2010321173000.L2_LAC_OC.nc', 'A2010321190500.L2_LAC_OC.nc']"
"(2010, 11, 18)",18.166666666666668,18.166666666666668,1,['A2010322181000.L2_LAC_OC.nc']
"(2010, 11, 19)",17.25,18.916666666666668,2,"['A2010323185500.L2_LAC_OC.nc', 'A2010323171500.L2_LAC_OC.nc']"
"(2010, 11, 20)",18.0,18.0,1,['A2010324180000.L2_LAC_OC.nc']
"(2010, 11, 21)",18.666666666666668,18.75,2,"['A2010325184000.L2_LAC_OC.nc', 'A2010325184500.L2_LAC_OC.nc']"
"(2010, 11, 22)",17.75,17.75,1,['A2010326174500.L2_LAC_OC.nc']
"(2010, 11, 23)",18.5,18.5,1,['A2010327183000.L2_LAC_OC.nc']
"(2010, 11, 24)",17.583333333333332,17.583333333333332,1,['A2010328173500.L2_LAC_OC.nc']
"(2010, 11, 25)",18.25,18.333333333333332,2,"['A2010329182000.L2_LAC_OC.nc', 'A2010329181500.L2_LAC_OC.nc']"
"(2010, 11, 26)",17.333333333333332,19.0,3,"['A2010330172500.L2_LAC_OC.nc', 'A2010330190000.L2_LAC_OC.nc', 'A2010330172000.L2_LAC_OC.nc']"
"(2010, 11, 27)",18.083333333333332,18.083333333333332,1,['A2010331180500.L2_LAC_OC.nc']
"(2010, 11, 28)",17.166666666666668,18.833333333333332,2,"['A2010332185000.L2_LAC_OC.nc', 'A2010332171000.L2_LAC_OC.nc']"
"(2010, 11, 29)",17.916666666666668,17.916666666666668,1,['A2010333175500.L2_LAC_OC.nc']
"(2010, 11, 30)",18.583333333333332,18.583333333333332,1,['A2010334183500.L2_LAC_OC.nc']
"(2010, 12, 1)",17.666666666666668,17.666666666666668,1,['A2010335174000.L2_LAC_OC.nc']
"(2010, 12, 2)",18.416666666666668,18.416666666666668,1,['A2010336182500.L2_LAC_OC.nc']
"(2010, 12, 3)",17.5,19.083333333333332,2,"['A2010337190500.L2_LAC_OC.nc', 'A2010337173000.L2_LAC_OC.nc']"
"(2010, 12, 4)",18.166666666666668,18.166666666666668,1,['A2010338181000.L2_LAC_OC.nc']
"(2010, 12, 5)",17.25,18.916666666666668,2,"['A2010339171500.L2_LAC_OC.nc', 'A2010339185500.L2_LAC_OC.nc']"
"(2010, 12, 6)",18.0,18.0,1,['A2010340180000.L2_LAC_OC.nc']
"(2010, 12, 7)",18.666666666666668,18.75,2,"['A2010341184500.L2_LAC_OC.nc', 'A2010341184000.L2_LAC_OC.nc']"
"(2010, 12, 8)",17.75,17.833333333333332,2,"['A2010342175000.L2_LAC_OC.nc', 'A2010342174500.L2_LAC_OC.nc']"
"(2010, 12, 9)",18.5,18.5,1,['A2010343183000.L2_LAC_OC.nc']
"(2010, 12, 10)",17.583333333333332,17.583333333333332,1,['A2010344173500.L2_LAC_OC.nc']
"(2010, 12, 11)",18.25,18.333333333333332,2,"['A2010345182000.L2_LAC_OC.nc', 'A2010345181500.L2_LAC_OC.nc']"
"(2010, 12, 12)",17.333333333333332,19.0,3,"['A2010346172500.L2_LAC_OC.nc', 'A2010346190000.L2_LAC_OC.nc', 'A2010346172000.L2_LAC_OC.nc']"
"(2010, 12, 13)",18.083333333333332,18.083333333333332,1,['A2010347180500.L2_LAC_OC.nc']
"(2010, 12, 14)",17.166666666666668,18.833333333333332,2,"['A2010348185000.L2_LAC_OC.nc', 'A2010348171000.L2_LAC_OC.nc']"
"(2010, 12, 15)",17.916666666666668,17.916666666666668,1,['A2010349175500.L2_LAC_OC.nc']
"(2010, 12, 16)",18.583333333333332,18.583333333333332,1,['A2010350183500.L2_LAC_OC.nc']
"(2010, 12, 17)",17.666666666666668,17.666666666666668,1,['A2010351174000.L2_LAC_OC.nc']
"(2010, 12, 18)",18.416666666666668,18.416666666666668,1,['A2010352182500.L2_LAC_OC.nc']
"(2010, 12, 19)",17.5,19.083333333333332,2,"['A2010353190500.L2_LAC_OC.nc', 'A2010353173000.L2_LAC_OC.nc']"
"(2010, 12, 20)",18.166666666666668,18.166666666666668,1,['A2010354181000.L2_LAC_OC.nc']
"(2010, 12, 21)",17.25,18.916666666666668,2,"['A2010355171500.L2_LAC_OC.nc', 'A2010355185500.L2_LAC_OC.nc']"
"(2010, 12, 22)",18.0,18.0,1,['A2010356180000.L2_LAC_OC.nc']
"(2010, 12, 23)",18.666666666666668,18.75,2,"['A2010357184500.L2_LAC_OC.nc', 'A2010357184000.L2_LAC_OC.nc']"
"(2010, 12, 24)",17.75,17.833333333333332,2,"['A2010358175000.L2_LAC_OC.nc', 'A2010358174500.L2_LAC_OC.nc']"
"(2010, 12, 25)",18.5,18.5,1,['A2010359183000.L2_LAC_OC.nc']
"(2010, 12, 26)",17.583333333333332,17.583333333333332,1,['A2010360173500.L2_LAC_OC.nc']
"(2010, 12, 27)",18.25,18.333333333333332,2,"['A2010361182000.L2_LAC_OC.nc', 'A2010361181500.L2_LAC_OC.nc']"
"(2010, 12, 28)",17.333333333333332,19.0,3,"['A2010362172500.L2_LAC_OC.nc', 'A2010362190000.L2_LAC_OC.nc', 'A2010362172000.L2_LAC_OC.nc']"
"(2010, 12, 29)",18.083333333333332,18.083333333333332,1,['A2010363180500.L2_LAC_OC.nc']
"(2010, 12, 30)",17.166666666666668,18.833333333333332,2,"['A2010364185000.L2_LAC_OC.nc', 'A2010364171000.L2_LAC_OC.nc']"
"(2010, 12, 31)",17.916666666666668,17.916666666666668,1,['A2010365175500.L2_LAC_OC.nc']
"(2011, 1, 1)",18.583333333333332,18.583333333333332,1,['A2011001183500.L2_LAC_OC.nc']
"(2011, 1, 2)",17.666666666666668,17.666666666666668,1,['A2011002174000.L2_LAC_OC.nc']
"(2011, 1, 3)",18.416666666666668,18.416666666666668,1,['A2011003182500.L2_LAC_OC.nc']
"(2011, 1, 4)",17.5,19.083333333333332,2,"['A2011004190500.L2_LAC_OC.nc', 'A2011004173000.L2_LAC_OC.nc']"
"(2011, 1, 5)",18.166666666666668,18.166666666666668,1,['A2011005181000.L2_LAC_OC.nc']
"(2011, 1, 6)",17.25,18.916666666666668,2,"['A2011006171500.L2_LAC_OC.nc', 'A2011006185500.L2_LAC_OC.nc']"
"(2011, 1, 7)",18.0,18.0,1,['A2011007180000.L2_LAC_OC.nc']
"(2011, 1, 8)",18.666666666666668,18.75,2,"['A2011008184500.L2_LAC_OC.nc', 'A2011008184000.L2_LAC_OC.nc']"
"(2011, 1, 9)",17.75,17.833333333333332,2,"['A2011009175000.L2_LAC_OC.nc', 'A2011009174500.L2_LAC_OC.nc']"
"(2011, 1, 10)",18.5,18.5,1,['A2011010183000.L2_LAC_OC.nc']
"(2011, 1, 11)",17.583333333333332,17.583333333333332,1,['A2011011173500.L2_LAC_OC.nc']
"(2011, 1, 12)",18.25,18.333333333333332,2,"['A2011012182000.L2_LAC_OC.nc', 'A2011012181500.L2_LAC_OC.nc']"
"(2011, 1, 13)",17.333333333333332,19.0,3,"['A2011013172500.L2_LAC_OC.nc', 'A2011013190000.L2_LAC_OC.nc', 'A2011013172000.L2_LAC_OC.nc']"
"(2011, 1, 14)",18.083333333333332,18.083333333333332,1,['A2011014180500.L2_LAC_OC.nc']
"(2011, 1, 15)",17.166666666666668,18.833333333333332,2,"['A2011015185000.L2_LAC_OC.nc', 'A2011015171000.L2_LAC_OC.nc']"
"(2011, 1, 16)",17.916666666666668,17.916666666666668,1,['A2011016175500.L2_LAC_OC.nc']
"(2011, 1, 17)",18.583333333333332,18.583333333333332,1,['A2011017183500.L2_LAC_OC.nc']
"(2011, 1, 18)",17.666666666666668,17.666666666666668,1,['A2011018174000.L2_LAC_OC.nc']
"(2011, 1, 19)",18.416666666666668,18.416666666666668,1,['A2011019182500.L2_LAC_OC.nc']
"(2011, 1, 20)",17.5,19.083333333333332,2,"['A2011020190500.L2_LAC_OC.nc', 'A2011020173000.L2_LAC_OC.nc']"
"(2011, 1, 21)",18.166666666666668,18.166666666666668,1,['A2011021181000.L2_LAC_OC.nc']
"(2011, 1, 22)",17.25,18.916666666666668,2,"['A2011022171500.L2_LAC_OC.nc', 'A2011022185500.L2_LAC_OC.nc']"
"(2011, 1, 23)",18.0,18.0,1,['A2011023180000.L2_LAC_OC.nc']
"(2011, 1, 24)",18.666666666666668,18.75,2,"['A2011024184500.L2_LAC_OC.nc', 'A2011024184000.L2_LAC_OC.nc']"
"(2011, 1, 25)",17.75,17.833333333333332,2,"['A2011025175000.L2_LAC_OC.nc', 'A2011025174500.L2_LAC_OC.nc']"
"(2011, 1, 26)",18.5,18.5,1,['A2011026183000.L2_LAC_OC.nc']
"(2011, 1, 27)",17.583333333333332,17.583333333333332,1,['A2011027173500.L2_LAC_OC.nc']
"(2011, 1, 28)",18.333333333333332,18.333333333333332,1,['A2011028182000.L2_LAC_OC.nc']
"(2011, 1, 29)",17.416666666666668,19.0,2,"['A2011029172500.L2_LAC_OC.nc', 'A2011029190000.L2_LAC_OC.nc']"
"(2011, 1, 30)",18.083333333333332,18.083333333333332,1,['A2011030180500.L2_LAC_OC.nc']
"(2011, 1, 31)",17.166666666666668,18.833333333333332,2,"['A2011031185000.L2_LAC_OC.nc', 'A2011031171000.L2_LAC_OC.nc']"
"(2011, 2, 1)",17.916666666666668,17.916666666666668,1,['A2011032175500.L2_LAC_OC.nc']
"(2011, 2, 2)",18.583333333333332,18.583333333333332,1,['A2011033183500.L2_LAC_OC.nc']
"(2011, 2, 3)",17.666666666666668,17.666666666666668,1,['A2011034174000.L2_LAC_OC.nc']
"(2011, 2, 4)",18.416666666666668,18.416666666666668,1,['A2011035182500.L2_LAC_OC.nc']
"(2011, 2, 5)",17.5,19.083333333333332,2,"['A2011036190500.L2_LAC_OC.nc', 'A2011036173000.L2_LAC_OC.nc']"
"(2011, 2, 6)",18.166666666666668,18.166666666666668,1,['A2011037181000.L2_LAC_OC.nc']
"(2011, 2, 7)",17.25,18.916666666666668,2,"['A2011038171500.L2_LAC_OC.nc', 'A2011038185500.L2_LAC_OC.nc']"
"(2011, 2, 8)",18.0,18.0,1,['A2011039180000.L2_LAC_OC.nc']
"(2011, 2, 9)",18.666666666666668,18.75,2,"['A2011040184500.L2_LAC_OC.nc', 'A2011040184000.L2_LAC_OC.nc']"
"(2011, 2, 10)",17.75,17.833333333333332,2,"['A2011041175000.L2_LAC_OC.nc', 'A2011041174500.L2_LAC_OC.nc']"
"(2011, 2, 11)",18.5,18.5,1,['A2011042183000.L2_LAC_OC.nc']
"(2011, 2, 12)",17.583333333333332,17.583333333333332,1,['A2011043173500.L2_LAC_OC.nc']
"(2011, 2, 13)",18.333333333333332,18.333333333333332,1,['A2011044182000.L2_LAC_OC.nc']
"(2011, 2, 14)",17.416666666666668,19.0,2,"['A2011045172500.L2_LAC_OC.nc', 'A2011045190000.L2_LAC_OC.nc']"
"(2011, 2, 15)",18.083333333333332,18.083333333333332,1,['A2011046180500.L2_LAC_OC.nc']
"(2011, 2, 16)",17.166666666666668,18.833333333333332,2,"['A2011047185000.L2_LAC_OC.nc', 'A2011047171000.L2_LAC_OC.nc']"
"(2011, 2, 17)",17.916666666666668,17.916666666666668,1,['A2011048175500.L2_LAC_OC.nc']
"(2011, 2, 18)",18.583333333333332,18.583333333333332,1,['A2011049183500.L2_LAC_OC.nc']
"(2011, 2, 19)",17.666666666666668,17.666666666666668,1,['A2011050174000.L2_LAC_OC.nc']
"(2011, 2, 20)",18.416666666666668,18.416666666666668,1,['A2011051182500.L2_LAC_OC.nc']
"(2011, 2, 21)",17.5,19.166666666666668,3,"['A2011052190500.L2_LAC_OC.nc', 'A2011052173000.L2_LAC_OC.nc', 'A2011052191000.L2_LAC_OC.nc']"
"(2011, 2, 22)",18.166666666666668,18.166666666666668,1,['A2011053181000.L2_LAC_OC.nc']
"(2011, 2, 23)",17.25,18.916666666666668,2,"['A2011054185500.L2_LAC_OC.nc', 'A2011054171500.L2_LAC_OC.nc']"
"(2011, 2, 24)",18.0,18.0,1,['A2011055180000.L2_LAC_OC.nc']
"(2011, 2, 25)",18.666666666666668,18.75,2,"['A2011056184000.L2_LAC_OC.nc', 'A2011056184500.L2_LAC_OC.nc']"
"(2011, 2, 26)",17.75,17.833333333333332,2,"['A2011057174500.L2_LAC_OC.nc', 'A2011057175000.L2_LAC_OC.nc']"
"(2011, 2, 27)",18.5,18.5,1,['A2011058183000.L2_LAC_OC.nc']
"(2011, 2, 28)",17.583333333333332,17.583333333333332,1,['A2011059173500.L2_LAC_OC.nc']
"(2011, 3, 1)",18.333333333333332,18.333333333333332,1,['A2011060182000.L2_LAC_OC.nc']
"(2011, 3, 2)",17.416666666666668,19.0,2,"['A2011061190000.L2_LAC_OC.nc', 'A2011061172500.L2_LAC_OC.nc']"
"(2011, 3, 3)",18.083333333333332,18.083333333333332,1,['A2011062180500.L2_LAC_OC.nc']
"(2011, 3, 4)",17.166666666666668,18.833333333333332,2,"['A2011063171000.L2_LAC_OC.nc', 'A2011063185000.L2_LAC_OC.nc']"
"(2011, 3, 5)",17.916666666666668,17.916666666666668,1,['A2011064175500.L2_LAC_OC.nc']
"(2011, 3, 6)",18.583333333333332,18.583333333333332,1,['A2011065183500.L2_LAC_OC.nc']
"(2011, 3, 7)",17.666666666666668,17.666666666666668,1,['A2011066174000.L2_LAC_OC.nc']
"(2011, 3, 8)",18.416666666666668,18.416666666666668,1,['A2011067182500.L2_LAC_OC.nc']
"(2011, 3, 9)",17.5,19.166666666666668,3,"['A2011068191000.L2_LAC_OC.nc', 'A2011068173000.L2_LAC_OC.nc', 'A2011068190500.L2_LAC_OC.nc']"
"(2011, 3, 10)",18.166666666666668,18.166666666666668,1,['A2011069181000.L2_LAC_OC.nc']
"(2011, 3, 11)",17.25,18.916666666666668,2,"['A2011070171500.L2_LAC_OC.nc', 'A2011070185500.L2_LAC_OC.nc']"
"(2011, 3, 12)",18.0,18.0,1,['A2011071180000.L2_LAC_OC.nc']
"(2011, 3, 13)",18.666666666666668,18.75,2,"['A2011072184500.L2_LAC_OC.nc', 'A2011072184000.L2_LAC_OC.nc']"
"(2011, 3, 14)",17.75,17.833333333333332,2,"['A2011073175000.L2_LAC_OC.nc', 'A2011073174500.L2_LAC_OC.nc']"
"(2011, 3, 15)",18.5,18.5,1,['A2011074183000.L2_LAC_OC.nc']
"(2011, 3, 16)",17.583333333333332,17.583333333333332,1,['A2011075173500.L2_LAC_OC.nc']
"(2011, 3, 17)",18.333333333333332,18.333333333333332,1,['A2011076182000.L2_LAC_OC.nc']
"(2011, 3, 18)",17.416666666666668,19.0,2,"['A2011077172500.L2_LAC_OC.nc', 'A2011077190000.L2_LAC_OC.nc']"
"(2011, 3, 19)",18.083333333333332,18.083333333333332,1,['A2011078180500.L2_LAC_OC.nc']
"(2011, 3, 20)",17.166666666666668,18.833333333333332,2,"['A2011079185000.L2_LAC_OC.nc', 'A2011079171000.L2_LAC_OC.nc']"
"(2011, 3, 21)",17.916666666666668,17.916666666666668,1,['A2011080175500.L2_LAC_OC.nc']
"(2011, 3, 22)",18.583333333333332,18.583333333333332,1,['A2011081183500.L2_LAC_OC.nc']
"(2011, 3, 23)",17.666666666666668,17.666666666666668,1,['A2011082174000.L2_LAC_OC.nc']
"(2011, 3, 24)",18.416666666666668,18.416666666666668,1,['A2011083182500.L2_LAC_OC.nc']
"(2011, 3, 25)",17.5,19.166666666666668,3,"['A2011084190500.L2_LAC_OC.nc', 'A2011084191000.L2_LAC_OC.nc', 'A2011084173000.L2_LAC_OC.nc']"
"(2011, 3, 26)",18.166666666666668,18.166666666666668,1,['A2011085181000.L2_LAC_OC.nc']
"(2011, 3, 27)",17.25,18.916666666666668,2,"['A2011086185500.L2_LAC_OC.nc', 'A2011086171500.L2_LAC_OC.nc']"
"(2011, 3, 28)",18.0,18.0,1,['A2011087180000.L2_LAC_OC.nc']
"(2011, 3, 29)",18.666666666666668,18.75,2,"['A2011088184000.L2_LAC_OC.nc', 'A2011088184500.L2_LAC_OC.nc']"
"(2011, 3, 30)",17.75,17.833333333333332,2,"['A2011089174500.L2_LAC_OC.nc', 'A2011089175000.L2_LAC_OC.nc']"
"(2011, 3, 31)",18.5,18.5,1,['A2011090183000.L2_LAC_OC.nc']
"(2011, 4, 1)",17.583333333333332,17.583333333333332,1,['A2011091173500.L2_LAC_OC.nc']
"(2011, 4, 2)",18.333333333333332,18.333333333333332,1,['A2011092182000.L2_LAC_OC.nc']
"(2011, 4, 3)",17.416666666666668,19.0,2,"['A2011093190000.L2_LAC_OC.nc', 'A2011093172500.L2_LAC_OC.nc']"
"(2011, 4, 4)",18.083333333333332,18.083333333333332,1,['A2011094180500.L2_LAC_OC.nc']
"(2011, 4, 5)",17.166666666666668,18.833333333333332,2,"['A2011095171000.L2_LAC_OC.nc', 'A2011095185000.L2_LAC_OC.nc']"
"(2011, 4, 6)",17.916666666666668,17.916666666666668,1,['A2011096175500.L2_LAC_OC.nc']
"(2011, 4, 7)",18.583333333333332,18.583333333333332,1,['A2011097183500.L2_LAC_OC.nc']
"(2011, 4, 8)",17.666666666666668,17.666666666666668,1,['A2011098174000.L2_LAC_OC.nc']
"(2011, 4, 9)",18.416666666666668,18.416666666666668,1,['A2011099182500.L2_LAC_OC.nc']
"(2011, 4, 10)",17.5,19.083333333333332,2,"['A2011100173000.L2_LAC_OC.nc', 'A2011100190500.L2_LAC_OC.nc']"
"(2011, 4, 11)",18.166666666666668,18.166666666666668,1,['A2011101181000.L2_LAC_OC.nc']
"(2011, 4, 12)",17.25,18.916666666666668,2,"['A2011102185500.L2_LAC_OC.nc', 'A2011102171500.L2_LAC_OC.nc']"
"(2011, 4, 13)",18.0,18.0,1,['A2011103180000.L2_LAC_OC.nc']
"(2011, 4, 14)",18.666666666666668,18.75,2,"['A2011104184000.L2_LAC_OC.nc', 'A2011104184500.L2_LAC_OC.nc']"
"(2011, 4, 15)",17.75,17.833333333333332,2,"['A2011105174500.L2_LAC_OC.nc', 'A2011105175000.L2_LAC_OC.nc']"
"(2011, 4, 16)",18.5,18.5,1,['A2011106183000.L2_LAC_OC.nc']
"(2011, 4, 17)",17.583333333333332,17.583333333333332,1,['A2011107173500.L2_LAC_OC.nc']
"(2011, 4, 18)",18.25,18.333333333333332,2,"['A2011108181500.L2_LAC_OC.nc', 'A2011108182000.L2_LAC_OC.nc']"
"(2011, 4, 19)",17.333333333333332,19.0,3,"['A2011109190000.L2_LAC_OC.nc', 'A2011109172000.L2_LAC_OC.nc', 'A2011109172500.L2_LAC_OC.nc']"
"(2011, 4, 20)",18.083333333333332,18.083333333333332,1,['A2011110180500.L2_LAC_OC.nc']
"(2011, 4, 21)",17.166666666666668,18.833333333333332,2,"['A2011111171000.L2_LAC_OC.nc', 'A2011111185000.L2_LAC_OC.nc']"
"(2011, 4, 22)",17.916666666666668,17.916666666666668,1,['A2011112175500.L2_LAC_OC.nc']
"(2011, 4, 23)",18.583333333333332,18.583333333333332,1,['A2011113183500.L2_LAC_OC.nc']
"(2011, 4, 24)",17.666666666666668,17.666666666666668,1,['A2011114174000.L2_LAC_OC.nc']
"(2011, 4, 25)",18.416666666666668,18.416666666666668,1,['A2011115182500.L2_LAC_OC.nc']
"(2011, 4, 26)",17.5,19.083333333333332,2,"['A2011116173000.L2_LAC_OC.nc', 'A2011116190500.L2_LAC_OC.nc']"
"(2011, 4, 27)",18.166666666666668,18.166666666666668,1,['A2011117181000.L2_LAC_OC.nc']
"(2011, 4, 28)",17.25,18.916666666666668,2,"['A2011118185500.L2_LAC_OC.nc', 'A2011118171500.L2_LAC_OC.nc']"
